director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Matthew R. Anderson,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead,5,2010
Matthew Robbins,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer,6.6,1981
Matthew Vaughn,Crime|Drama|Thriller,Tom Hardy,Layer Cake,6,2004
Matthew Vaughn,Action|Comedy,Elizabeth McGovern,Kick-Ass,7,2010
Matthew Vaughn,Adventure|Family|Fantasy|Romance,Henry Cavill,Stardust,7.7,2007
Matthew Vaughn,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: First Class,8.6,2011
Matthew Watts,Comedy|Romance,Jennifer Lafleur,Mutual Friends,4.4,2013
Matty Rich,Crime|Drama,Lawrence Gilliard Jr.,Straight Out of Brooklyn,4.4,1991
Matty Rich,Comedy|Drama|Romance,Jada Pinkett Smith,The Inkwell,6.1,1994
Maurice Joyce,Animation|Comedy|Family,Frank Welker,Doug's 1st Movie,5.9,1999
Maurizio Benazzo,Documentary,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela,3.8,2004
Max Frberbck,Biography|Drama|Romance|War,Heike Makatsch,Aimee & Jaguar,6,1999
Max Joseph,Drama|Music|Romance,Vanessa Lengies,We Are Your Friends,5.4,2015
Max Mayer,Drama|Romance,Peter Gallagher,Adam,5.6,2009
McG,Action|Drama|Thriller,Connie Nielsen,3 Days to Kill,7,2014
McG,Action|Comedy|Romance,Tom Hardy,This Means War,7.6,2012
McG,Drama|Sport,Matthew McConaughey,We Are Marshall,7.6,2006
McG,Action|Adventure|Comedy|Crime|Thriller,Bill Murray,Charlie's Angels,8,2000
McG,Action|Adventure|Comedy|Crime,Demi Moore,Charlie's Angels: Full Throttle,8.2,2003
McG,Action|Adventure|Sci-Fi,Christian Bale,Terminator Salvation,175,2009
Meiert Avis,Comedy|Music|Romance,Fisher Stevens,Undiscovered,6.1,2005
Mel Brooks,Comedy,Madeline Kahn,History of the World: Part I,4.9,1981
Mel Brooks,Comedy,Madeline Kahn,Young Frankenstein,5.5,1974
Mel Brooks,Comedy|Western,Madeline Kahn,Blazing Saddles,5.5,1974
Mel Brooks,Comedy,Madeline Kahn,High Anxiety,5.6,1977
Mel Brooks,Comedy|Romance,Sid Caesar,Silent Movie,5.7,1976
Mel Brooks,Comedy,Madeline Kahn,History of the World: Part I,6.3,1981
Mel Brooks,Adventure|Comedy|Sci-Fi,Joan Rivers,Spaceballs,6.8,1987
Mel Gibson,Drama,Christo Jivkov,The Passion of the Christ,6.9,2004
Mel Gibson,Action|Adventure|Drama|Thriller,Rudy Youngblood,Apocalypto,7.3,2006
Mel Gibson,Biography|Drama|History|War,Mhairi Calvey,Braveheart,7.7,1995
Mel Smith,Action|Comedy|Drama,Minnie Driver,High Heels and Low Lifes,6.2,2001
Mel Stuart,Family|Fantasy|Musical,Peter Ostrum,Willy Wonka & the Chocolate Factory,5.5,1971
Melville Shavelson,Comedy|Family,Lucille Ball,"""Yours",7.3,2500000
Melvin Van Peebles,Crime|Drama|Thriller,John Amos,Sweet Sweetback's Baadasssss Song,3.6,1971
Mennan Yapo,Drama|Mystery|Thriller,Nia Long,Premonition,6.7,2007
Menno Meyjes,Comedy|Drama|Family,Oliver Platt,Martian Child,6.9,2007
Mervyn LeRoy,Biography|Drama|History|Romance,Peter Ustinov,Quo Vadis,6.1,1951
Mic Rodgers,Action|Sci-Fi,Michael Jai White,Universal Soldier: The Return,7.2,1999
Michael Anderson,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run,6,1976
Michael Apted,Biography|Drama|Music|Musical,Sissy Spacek,Coal Miner's Daughter,6.5,1980
Michael Apted,Biography|Drama|Sport,Gerard Butler,Chasing Mavericks,6.7,2012
Michael Apted,Crime|Drama|Mystery|Thriller,J.K. Simmons,Extreme Measures,7.2,1996
Michael Apted,Crime|Drama|Thriller,Bill Cobbs,Enough,7.2,2002
Michael Apted,Action|Adventure|Thriller,Colin Salmon,The World Is Not Enough,8.3,1999
Michael Apted,Adventure|Family|Fantasy,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader,8.5,2010
Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island,6.8,2005
Michael Bay,Action|Comedy|Crime|Drama|Thriller,Will Smith,Bad Boys,6.8,1995
Michael Bay,Comedy|Crime|Drama,Dwayne Johnson,Pain & Gain,6.9,2013
Michael Bay,Action|Drama|Thriller|War,Toby Stephens,13 Hours,7.4,2016
Michael Bay,Action|Adventure|Thriller,Nicolas Cage,The Rock,7.8,1996
Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island,8.1,2005
Michael Bay,Action|Comedy|Crime|Thriller,Will Smith,Bad Boys II,8.3,2003
Michael Bay,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,Armageddon,8.4,1998
Michael Bay,Action|Adventure|Sci-Fi,Zack Ward,Transformers,8.5,2007
Michael Bay,Action|Drama|History|Romance|War,Jennifer Garner,Pearl Harbor,8.5,2001
Michael Bay,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Dark of the Moon,60,2011
Michael Bay,Action|Adventure|Sci-Fi,Bingbing Li,Transformers: Age of Extinction,347,2014
Michael Bay,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Revenge of the Fallen,428,2009
Michael Burke,Crime|Drama|Romance,Zachary Knighton,The Mudge Boy,4.7,2003
Michael Caton-Jones,Adventure|Biography,Liam Neeson,Rob Roy,7,1995
Michael Caton-Jones,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea,7.2,2002
Michael Caton-Jones,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal,7.6,1997
Michael Caton-Jones,Crime|Mystery|Thriller,Charlotte Rampling,Basic Instinct 2,7.7,2006
Michael Chapman,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear,6.5,1986
Michael Cimino,Drama|War,Robert De Niro,The Deer Hunter,6.5,1978
Michael Cimino,Adventure|Drama|Western,Jeff Bridges,Heaven's Gate,7.3,1980
Michael Clancy,Comedy|Drama,Zooey Deschanel,Eulogy,6.2,2004
Michael Cohn,Fantasy|Horror,David Conrad,Snow White: A Tale of Terror,6.9,1997
Michael Corrente,Comedy|Drama|Romance,Jonathan Brandis,Outside Providence,6,1999
Michael Corrente,Crime|Drama,Jerry Ferrara,Brooklyn Rules,6.1,2007
Michael Crichton,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,The Great Train Robbery,5.9,1979
Michael Cristofer,Drama|Mystery|Romance|Thriller,Angelina Jolie Pitt,Original Sin,6.9,2001
Michael Cuesta,Crime|Drama,Adam LeFevre,L.I.E.,4.7,2001
Michael Cuesta,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Kill the Messenger,5.8,2014
Michael Curtiz,Drama|Romance|War,Humphrey Bogart,Casablanca,5,1942
Michael Curtiz,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade,5.1,1936
Michael Curtiz,Drama|History,Gene Tierney,The Egyptian,5.9,1954
Michael D. Sellers,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin,5.4,2006
Michael Dinner,Comedy|Crime,Seymour Cassel,The Crew,6.8,2000
Michael Dougherty,Comedy|Fantasy|Horror,Adam Scott,Krampus,6.5,2015
Michael Dowse,Biography|Comedy|Drama|Music,Paul Kaye,It's All Gone Pete Tong,5.3,2004
Michael Dowse,Comedy|Drama|Romance,Topher Grace,Take Me Home Tonight,6.6,2011
Michael Gornick,Comedy|Fantasy|Horror|Thriller,George Kennedy,Creepshow 2,5.6,1987
Michael Haneke,Drama|Romance,Isabelle Huppert,Amour,6.2,2012
Michael Haneke,Crime|Drama|Horror|Thriller,Naomi Watts,Funny Games,6.5,2007
Michael Haneke,Drama|Mystery,Ulrich Tukur,The White Ribbon,6.6,2009
Michael Herz,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,The Toxic Avenger,4.4,1984
Michael Herz,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,The Toxic Avenger Part II,5.4,1989
Michael Hoffman,Drama,Gabriel Millman,The Emperor's Club,6.4,2002
Michael Hoffman,Biography|Drama|Romance,David Masterson,The Last Station,6.6,2009
Michael Hoffman,Drama|Romance,Luke Bracey,The Best of Me,6.9,2014
Michael Hoffman Jr.,Comedy|Horror,Vincent Chimato,Girls Gone Dead,4.4,2012
Michael J. Bassett,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,Silent Hill: Revelation 3D,6.7,2012
Michael Jai White,Action|Drama|Sport,Michael Jai White,Never Back Down 2: The Beatdown,5.5,2011
Michael Kang,Comedy|Drama,Samantha Futerman,The Motel,4,2005
Michael Landon Jr.,Drama,Henry Thomas,The Last Sin Eater,5.4,2007
Michael Landon Jr.,Drama|Family|Western,William Morgan Sheppard,Love's Abiding Joy,5.5,2006
Michael Lehmann,Comedy|Romance,Emmanuelle Vaugier,40 Days and 40 Nights,6.6,2002
Michael Lehmann,Comedy|Romance,Colin Ferguson,Because I Said So,7.2,2007
Michael Lehmann,Action|Adventure|Comedy,Bruce Willis,Hudson Hawk,7.6,1991
Michael Lembeck,Comedy|Crime|Music,Debbie Reynolds,Connie and Carla,6.7,2004
Michael Lembeck,Comedy|Family|Fantasy,Judge Reinhold,The Santa Clause 2,7.7,2002
Michael Mann,Action|Adventure|Drama|Romance|War,Wes Studi,The Last of the Mohicans,7.3,1992
Michael Mann,Crime|Drama|Thriller,Tom Cruise,Collateral,7.6,2004
Michael Mann,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,Blackhat,7.7,2015
Michael Mann,Biography|Drama|Thriller,Al Pacino,The Insider,7.7,1999
Michael Mann,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies,8.1,2009
Michael Mann,Biography|Drama|Sport,Will Smith,Ali,8.1,2001
Michael Martin,Comedy,Joe Estevez,I Got the Hook Up,5.6,1998
Michael Mayer,Drama|Romance,Robin Wright,A Home at the End of the World,6,2004
Michael Mayer,Adventure|Drama|Family,Alison Lohman,Flicka,6.5,2006
Michael McCullers,Comedy|Romance,Tina Fey,Baby Mama,7.1,2008
Michael McGowan,Comedy|Drama|Sport,Campbell Scott,Saint Ralph,5.9,2004
Michael Meredith,Comedy|Drama,Jeff Bridges,The Open Road,6.2,2009
Michael Moore,Documentary,Michael Moore,Roger & Me,3.5,1989
Michael Moore,Documentary,Michael Moore,Slacker Uprising,5.3,2007
Michael Moore,Crime|Documentary|Drama,Michael Moore,Bowling for Columbine,5.6,2002
Michael Moore,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11,6,2004
Michael Moore,Documentary|Drama,Michael Moore,Sicko,6.2,2007
Michael Moore,Crime|Documentary|News,Ronald Reagan,Capitalism: A Love Story,6.7,2009
Michael O. Sajbel,Drama|Family|Romance,Bill Cobbs,The Ultimate Gift,6.1,2006
Michael O. Sajbel,Biography|Drama|History,James Callis,One Night with the King,6.7,2006
Michael Patrick Jann,Comedy|Romance|Thriller,Kirsten Dunst,Drop Dead Gorgeous,6.2,1999
Michael Patrick King,Comedy|Drama|Romance,Chris Noth,Sex and the City 2,8,2010
Michael Polish,Drama,Sasha Alexander,Twin Falls Idaho,4.5,1999
Michael Polish,Drama|Fantasy,Peter Coyote,Northfork,5.3,2003
Michael Polish,Drama|Horror|Mystery|Thriller,Olivia Rose Keegan,Amnesiac,5.5,2014
Michael Polish,Drama,Hayden Christensen,90 Minutes in Heaven,5.8,2015
Michael Polish,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer,6.4,2006
Michael Pressman,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.9,1991
Michael Radford,Comedy|Drama|Romance,Chris Noth,Elsa & Fred,6.2,2014
Michael Radford,Drama|Romance,Al Pacino,The Merchant of Venice,7,2004
Michael Ritchie,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,The Golden Child,6.4,1986
Michael Ritchie,Comedy|Family|Fantasy,Mara Wilson,A Simple Wish,7,1997
Michael Ritchie,Comedy|Drama|Family|Sport,Tatum O'Neal,The Bad News Bears,7.1,1976
Michael Roemer,Drama|Romance,Yaphet Kotto,Nothing But a Man,4.1,1964
Michael Rymer,Crime|Drama|Thriller,LL Cool J,In Too Deep,6,1999
Michael Rymer,Drama|Fantasy|Horror,Aaliyah,Queen of the Damned,7.1,2002
Michael Schultz,Comedy|Drama|Music,Blair Underwood,Krush Groove,5.6,1985
Michael Schultz,Drama,Loretta Devine,Woman Thou Art Loosed,5.6,2004
Michael Schultz,Action|Comedy|Drama|Music,Mike Starr,The Last Dragon,6.3,1985
Michael Spierig,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Daybreakers,6.7,2009
Michael Sucsy,Drama|Romance,Channing Tatum,The Vow,7.1,2012
Michael Taliferro,Comedy|Music,Wesley Jonathan,Steppin: The Movie,4.8,2009
Michael Tiddes,Comedy|Fantasy,Essence Atkins,A Haunted House,5.5,2013
Michael Tiddes,Comedy|Fantasy,Ashley Rickards,A Haunted House 2,5.7,2014
Michael Tiddes,Comedy,Fred Willard,Fifty Shades of Black,5.8,2016
Michael Tollin,Comedy|Drama|Romance|Sport,Marc Blucas,Summer Catch,6.6,2001
Michael Tollin,Biography|Drama|Sport,Alfre Woodard,Radio,7.2,2003
Michael Wadleigh,Documentary|History|Music,Joe Cocker,Woodstock,4.6,1970
Michael Walker,Thriller,Paula Garcs,The Maid's Room,4.6,2013
Michael Winner,Adventure|Drama,Faye Dunaway,The Wicked Lady,6.1,1983
Michael Winnick,Action,Scott Takeda,Code of Honor,6.1,2016
Michael Winterbottom,Comedy|Drama,Steve Coogan,Tristram Shandy: A Cock and Bull Story,5.8,2005
Michael Winterbottom,Drama|Romance|Western,Milla Jovovich,The Claim,6,2000
Michael Winterbottom,Drama|Romance|Sci-Fi|Thriller,Samantha Morton,Code 46,6.1,2003
Michael Winterbottom,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me,6.4,2010
Michael Winterbottom,Drama|Romance|Western,Milla Jovovich,The Claim,6.4,2000
Michael Winterbottom,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,A Mighty Heart,6.5,2007
Michael Winterbottom,Drama,Cara Delevingne,The Face of an Angel,6.9,2014
Michel Gondry,Comedy|Documentary|Music,Common,Dave Chappelle's Block Party,5.6,2005
Michel Gondry,Comedy,Quinton Aaron,Be Kind Rewind,6.7,2008
Michel Gondry,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Eternal Sunshine of the Spotless Mind,6.7,2004
Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green Hornet,8.1,2011
Michel Hazanavicius,Comedy|Drama|Romance,Brnice Bejo,The Artist,6.6,2011
Michel Leclerc,Comedy|Drama|Romance,Sara Forestier,The Names of Love,5.8,2010
Michel Orion Scott,Documentary,Temple Grandin,The Horse Boy,3.6,2009
Mick Jackson,Action|Drama|Music|Romance,Bill Cobbs,The Bodyguard,6.9,1992
Mick Jackson,Action|Drama|Sci-Fi|Thriller,Don Cheadle,Volcano,7.9,1997
Mickey Liddell,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley,5.9,2008
Miguel Arteta,Comedy|Drama,Lupe Ontiveros,Chuck & Buck,4.1,2000
Miguel Arteta,Drama|Romance,Jake Gyllenhaal,The Good Girl,6.1,2002
Miguel Arteta,Comedy,Kurtwood Smith,Cedar Rapids,6.2,2011
Miguel Arteta,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt,6.6,2009
Miguel Sapochnik,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men,7.1,2010
Mikael Hfstrm,Drama|Thriller,Denis O'Hare,Derailed,6.8,2005
Mikael Hfstrm,Fantasy|Horror,Drew Powell,1408,6.8,2007
Mikael Hfstrm,Drama|Horror|Mystery|Thriller,Anthony Hopkins,The Rite,7.2,2011
Mikael Hfstrm,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan,7.7,2013
Mikael Salomon,Action|Crime|Drama|Thriller,Morgan Freeman,Hard Rain,7.7,1998
Mike Barker,Crime|Drama|Thriller,Gerard Butler,Shattered,6.7,2007
Mike Bigelow,Comedy,Carlos Ponce,Deuce Bigalow: European Gigolo,6.8,2005
Mike Binder,Drama,Jennifer Ehle,Black or White,6.2,2014
Mike Binder,Comedy|Drama,Alicia Witt,The Upside of Anger,6.3,2005
Mike Binder,Drama,Adam Sandler,Reign Over Me,6.7,2007
Mike Bruce,Western,Joseph Campanella,The Legend of God's Gun,2.8,2007
Mike Cahill,Drama|Romance|Sci-Fi,Robin Lord Taylor,Another Earth,3.6,2011
Mike Cahill,Drama|Romance|Sci-Fi,Steven Yeun,I Origins,4.9,2014
Mike Disa,Animation|Comedy|Family,Amy Poehler,Hoodwinked Too! Hood vs. Evil,7,2011
Mike Figgis,Drama,Kelly Macdonald,The Loss of Sexual Innocence,5.7,1999
Mike Figgis,Drama|Romance,Nicolas Cage,Leaving Las Vegas,5.7,1995
Mike Flanagan,Drama|Horror|Mystery,Justin Gordon,Absentia,3.1,2011
Mike Flanagan,Horror|Mystery,James Lafferty,Oculus,5.9,2013
Mike Gabriel,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,Pocahontas,7.5,1995
Mike Hodges,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon,7.1,1980
Mike Judge,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,Idiocracy,5.4,2006
Mike Judge,Comedy|Crime|Romance,J.K. Simmons,Extract,6.1,2009
Mike Judge,Comedy,Gary Cole,Office Space,6.2,1999
Mike Judge,Adventure|Animation|Comedy|Crime,Bruce Willis,Beavis and Butt-Head Do America,6.4,1996
Mike Leigh,Comedy|Drama,Jim Broadbent,Another Year,6.1,2010
Mike Leigh,Drama,Lesley Manville,All or Nothing,6.1,2002
Mike Leigh,Crime|Drama,Eddie Marsan,Vera Drake,6.3,2004
Mike Leigh,Biography|Drama|History,Lesley Manville,Mr. Turner,6.4,2014
Mike Leigh,Biography|Comedy|Drama|History|Music|Musical,Jim Broadbent,Topsy-Turvy,6.7,1999
Mike Marvin,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith,6.6,1986
Mike Mayhall,Family,David Raizor,Running Forever,5.8,2015
Mike McCoy,Action|Adventure|Drama|Thriller|War,Alex Veadov,Act of Valor,6.4,2012
Mike Mills,Comedy|Drama|Romance,Goran Visnjic,Beginners,5.6,2010
Mike Mills,Comedy|Drama,Kelli Garner,Thumbsucker,5.7,2005
Mike Mitchell,Comedy|Romance,Amy Poehler,Deuce Bigalow: Male Gigolo,6.6,1999
Mike Mitchell,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,Sky High,7.2,2005
Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy|Music,Amy Poehler,Alvin and the Chipmunks: Chipwrecked,7.9,2011
Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy,Jon Hamm,Shrek Forever After,8.7,2010
Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,Jonah: A VeggieTales Movie,6.4,2002
Mike Nawrocki,Adventure|Animation|Comedy|Family,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie,6.5,2008
Mike Newell,Comedy|Drama|Romance,Kristin Scott Thomas,Four Weddings and a Funeral,5.8,1994
Mike Newell,Comedy|Drama|Romance,Angelina Jolie Pitt,Pushing Tin,7.1,1999
Mike Newell,Biography|Crime|Drama,Johnny Depp,Donnie Brasco,7.2,1997
Mike Newell,Drama|Romance,Marcela Mar,Love in the Time of Cholera,7.3,2007
Mike Newell,Drama,Julia Roberts,Mona Lisa Smile,7.7,2003
Mike Newell,Adventure|Family|Fantasy|Mystery,Robert Pattinson,Harry Potter and the Goblet of Fire,8.5,2005
Mike Newell,Action|Adventure|Fantasy|Romance,Jake Gyllenhaal,Prince of Persia: The Sands of Time,69,2010
Mike Nichols,Comedy|Drama|War,Bob Newhart,Catch-22,6.6,1970
Mike Nichols,Drama|Romance,Natalie Portman,Closer,7.1,2004
Mike Nichols,Comedy|Sci-Fi,Judy Greer,What Planet Are You From?,7.4,2000
Mike Nichols,Comedy|Drama,Maura Tierney,Primary Colors,7.6,1998
Mike Nichols,Drama|Horror|Romance|Thriller,David Hyde Pierce,Wolf,7.7,1994
Mike Nichols,Biography|Comedy|Drama|History,Philip Seymour Hoffman,Charlie Wilson's War,7.8,2007
Mike van Diem,Crime|Drama|Mystery,Jan Decleir,Character,5.8,1997
Mikel Rueda,Drama|Romance,lex Angulo,Hidden Away,4.8,2014
Milos Forman,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest,5.8,1975
Milos Forman,Biography|Drama|History|Music,Jeffrey Jones,Amadeus,6.6,1984
Milos Forman,Biography|Comedy|Drama,Matt Price,Man on the Moon,7.5,1999
Mimi Leder,Drama,Kevin Spacey,Pay It Forward,7.2,2000
Mimi Leder,Action|Thriller,Armin Mueller-Stahl,The Peacemaker,7.4,1997
Mimi Leder,Action|Drama|Romance|Sci-Fi|Thriller,Morgan Freeman,Deep Impact,7.9,1998
Mira Nair,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding,5.1,2001
Mira Nair,Crime|Drama|History|Romance,Indira Varma,Kama Sutra: A Tale of Love,5.5,1996
Mira Nair,Drama,Jacinda Barrett,The Namesake,6.1,2006
Mira Nair,Comedy|Drama|Romance,Anjelica Huston,The Perez Family,6.3,1995
Mira Nair,Drama,Romola Garai,Vanity Fair,6.8,2004
Miranda July,Comedy|Drama,Najarra Townsend,Me and You and Everyone We Know,5.4,2005
Mitch Davis,Comedy,Gary Cole,Christmas Eve,5.8,2015
Mitch Davis,Adventure|Biography|Drama,Anne Hathaway,The Other Side of Heaven,6,2001
Mitchell Altieri,Comedy|Horror|Thriller,Kimberley Crossman,A Beginner's Guide to Snuff,5.3,2016
Mitchell Lichtenstein,Comedy|Fantasy|Horror|Thriller,Jess Weixler,Teeth,5.3,2007
Molly Bernstein,Documentary,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4.5,2012
Mona Fastvold,Drama,Christopher Abbott,The Sleepwalker,5,2014
Monte Hellman,Adventure|Crime|Drama,Everett McGill,Iguana,5.5,1988
Mor Loushy,Documentary|History,Amos Oz,Censored Voices,4.3,2015
Mora Stephens,Drama|Thriller,Ray Winstone,Zipper,5.7,2015
Morgan J. Freeman,Crime|Drama|Romance,Edie Falco,Hurricane Streets,4.5,1997
Morgan J. Freeman,Drama,Ethan Suplee,Desert Blue,5.8,1998
Morgan Neville,Documentary|Music,Sheryl Crow,20 Feet from Stardom,4.9,2013
Morgan Spurlock,Comedy|Documentary|Drama,Chemeeka Walker,Super Size Me,3.2,2004
Morgan Spurlock,Comedy|Documentary,Quentin Tarantino,The Greatest Movie Ever Sold,5.3,2011
Morgan Spurlock,Documentary|Music,Harry Styles,One Direction: This Is Us,6.2,2013
Mort Nathan,Comedy,Vivica A. Fox,Boat Trip,6.5,2002
Morten Tyldum,Crime|Drama|Thriller,Aksel Hennie,Headhunters,5.9,2011
Morten Tyldum,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game,6.5,2014
Moustapha Akkad,Biography|Drama|History|War,Oliver Reed,Lion of the Desert,7.1,1980
Myles Berkowitz,Biography|Comedy|Romance,Tia Carrere,20 Dates,3.3,1998
Nacho Vigalondo,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,Timecrimes,5.5,2007
Nadia Tass,Drama|Family,Mia Farrow,An American Girl Holiday,3.7,2004
Nadine Labaki,Comedy|Drama|Romance,Yasmine Al Massri,Caramel,5.2,2007
Nae Caranfil,Comedy|Drama,Monica Barladeanu,Closer to the Moon,5.2,2014
Nancy Meyers,Comedy|Drama,Robert De Niro,The Intern,7.3,2015
Nancy Meyers,Comedy|Fantasy|Romance,Judy Greer,What Women Want,7.7,2000
Nancy Meyers,Comedy|Drama|Romance,Keanu Reeves,Something's Gotta Give,7.9,2003
Nancy Meyers,Comedy|Drama|Romance,Meryl Streep,It's Complicated,7.9,2009
Nancy Meyers,Comedy|Romance,Kate Winslet,The Holiday,7.9,2006
Nancy Walker,Biography|Comedy|Musical,Steve Guttenberg,Can't Stop the Music,6.7,1980
Nanette Burstein,Comedy|Romance,Rob Riggle,Going the Distance,7.1,2010
Nat Faxon,Comedy|Drama,Steve Carell,The Way Way Back,5.9,2013
Natalie Bible',Mystery|Thriller,Tommy O'Reilly,Windsor Drive,4.8,2015
Nate Parker,Biography|Drama,Jason Stuart,The Birth of a Nation,3.4,2016
Nathan Frankowski,Biography|Drama|Music,Corbin Bleu,Day One,5.6,2012
Nathan Greno,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Brad Garrett,Tangled,2007,2010
Nathan Smith Jones,Comedy,Richard Moll,The Work and the Story,3.4,2003
Neal Brennan,Comedy,Rob Riggle,"""The Goods: Live Hard",6.2,
Neema Barnette,Crime|Drama|Thriller,Monica Calhoun,Civil Brand,4.5,2002
Neil Burger,Drama,Raymond J. Barry,Interview with the Assassin,4.7,2002
Neil Burger,Comedy|Drama|War,John Heard,The Lucky Ones,6.4,2008
Neil Burger,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist,6.6,2006
Neil Burger,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist,6.6,2006
Neil Burger,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent,7.9,2014
Neil Jordan,Crime|Drama|Romance|Thriller,Jim Broadbent,The Crying Game,5.7,1992
Neil Jordan,Drama|Mystery|Romance,Tony Curran,Ondine,6.3,2009
Neil Jordan,Comedy|Crime,Robert De Niro,We're No Angels,6.7,1989
Neil Jordan,Drama|Romance,Stephen Rea,The End of the Affair,6.8,1999
Neil Jordan,Biography|Drama|Thriller|War,Alan Rickman,Michael Collins,6.9,1996
Neil Jordan,Action|Crime|Drama|Romance|Thriller,Emir Kusturica,The Good Thief,7,2002
Neil Jordan,Drama|Fantasy|Thriller,Robert Downey Jr.,In Dreams,7,1999
Neil Jordan,Drama|Fantasy|Horror,Brad Pitt,Interview with the Vampire: The Vampire Chronicles,7.4,1994
Neil LaBute,Comedy|Drama,Stacy Edwards,In the Company of Men,2.7,1997
Neil LaBute,Crime|Drama|Thriller,Jay Hernandez,Lakeview Terrace,6.7,2008
Neil LaBute,Comedy|Crime|Drama,Morgan Freeman,Nurse Betty,6.8,2000
Neil Marshall,Adventure|Horror|Thriller,MyAnna Buring,The Descent,6,2005
Neil Marshall,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,Centurion,6.5,2010
Neil Marshall,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsday,7.1,2008
Neil Mcenery-West,Horror|Sci-Fi|Thriller,Walter Hendrix III,Containment,5.4,2015
Neill Blomkamp,Action|Sci-Fi|Thriller,Sharlto Copley,District 9,7.1,2009
Neill Blomkamp,Action|Crime|Drama|Sci-Fi|Thriller,Hugh Jackman,Chappie,7.4,2015
Neill Blomkamp,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium,8.2,2013
Neill Dela Llana,Thriller,Ian Gamazon,Cavite,1.9,2005
Nelson McCormick,Horror|Mystery,Ming-Na Wen,Prom Night,6.6,2008
Nelson McCormick,Crime|Thriller,Sela Ward,The Stepfather,6.7,2009
Newt Arnold,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport,5.2,1988
Niall Johnson,Drama,Kevin Howarth,The Big Swap,4.2,1998
Nicholas Fackler,Drama|Romance,Adam Scott,"""Lovely",5.8,5000000
